transaction_id,transaction_date,facility_name,department,spend_category,vendor_name,product_description,unit_price,quantity,total_amount,contract_type,ppi_flag
TXN-102515,2024-12-14,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Baxter,Energy Device — Ultrasonic Shears,1679.0,3,5037.0,Local,False
TXN-105057,2024-12-15,Riverside General Hospital,Vascular,Vascular,Medtronic,Drug-Eluting Stent,4432.42,2,8864.84,Off-Contract,True
TXN-100083,2024-12-15,Valley Health System — Main Campus,Orthopedics,Orthopedics,Smith+Nephew,Partial Knee Unicompartmental System,6680.49,4,26721.96,Local,True
TXN-104844,2024-12-15,Riverside General Hospital,Vascular,Vascular,Boston Scientific,PTA Balloon Catheter,2690.97,2,5381.94,GPO,False
TXN-103392,2024-12-15,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,KCI (3M+KCI),Antimicrobial Silver Dressing (box),461.32,4,1845.28,GPO,False
TXN-104904,2024-12-15,Valley Health System — Main Campus,Vascular,Vascular,Abbott,Peripheral Atherectomy Device,6105.48,5,30527.4,GPO,True
TXN-100184,2024-12-15,Memorial Regional Medical Center,Orthopedics,Orthopedics,Arthrex,Bone Cement (40g),296.93,1,296.93,GPO,True
TXN-103193,2024-12-15,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Molnlycke,Amniotic Membrane Allograft,8416.32,4,33665.28,Off-Contract,True
TXN-103161,2024-12-15,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Baxter,Collagen Wound Dressing (box),656.15,2,1312.3,Local,False
TXN-103587,2024-12-15,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,Smith+Nephew,Platelet-Rich Plasma Prep Kit,1586.14,1,1586.14,GPO,True
TXN-101610,2024-12-16,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Pulse Oximeter — Portable,863.89,2,1727.78,Off-Contract,False
TXN-104954,2024-12-16,Valley Health System — Main Campus,Vascular,Vascular,Abbott,Drug-Eluting Stent,6574.0,2,13148.0,Local,False
TXN-105311,2024-12-16,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,BD,IV Pole — Rolling,772.45,2,1544.9,GPO,False
TXN-101938,2024-12-16,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Medtronic,Surgical Drain — Closed Suction,231.99,9,2087.91,Local,False
TXN-103238,2024-12-16,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Molnlycke,Negative Pressure Wound Therapy Kit,2739.18,5,13695.9,GPO,True
TXN-102870,2024-12-16,Riverside General Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Surgical Drain — Closed Suction,322.56,7,2257.92,Local,False
TXN-104026,2024-12-17,Memorial Regional Medical Center,Radiology,Radiology,GE Healthcare,CT Contrast Agent — Iodinated (case),629.68,3,1889.04,GPO,False
TXN-101376,2024-12-17,Riverside General Hospital,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Patient Monitor — Bedside,7204.18,2,14408.36,GPO,False
TXN-102989,2024-12-17,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Baxter,Surgical Gown — Sterile (case),1165.03,1,1165.03,Off-Contract,False
TXN-101211,2024-12-17,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Sequential Compression Device,2974.35,2,5948.7,Local,False
TXN-100314,2024-12-18,Memorial Regional Medical Center,Orthopedics,Orthopedics,Stryker,Acetabular Cup w/ Liner,4127.16,2,8254.32,GPO,True
TXN-100579,2024-12-18,Memorial Regional Medical Center,Orthopedics,Orthopedics,Medtronic,Reverse Shoulder System,9172.16,2,18344.32,GPO,True
TXN-101401,2024-12-18,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Suction Unit — Portable,2510.43,1,2510.43,Off-Contract,False
TXN-103336,2024-12-18,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,Platelet-Rich Plasma Prep Kit,1885.38,2,3770.76,GPO,False
TXN-104895,2024-12-18,Memorial Regional Medical Center,Vascular,Vascular,Medtronic,Drug-Eluting Stent,4203.44,7,29424.08,GPO,False
TXN-102119,2024-12-18,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Gown — Sterile (case),879.48,7,6156.36,GPO,False
TXN-100434,2024-12-18,Valley Health System — Main Campus,Orthopedics,Orthopedics,DePuy Synthes,Bone Cement (40g),222.1,5,1110.5,GPO,True
TXN-102776,2024-12-19,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Gloves — Sterile (case),599.24,2,1198.48,GPO,False
TXN-104009,2024-12-19,Valley Health System — Main Campus,Radiology,Radiology,Hologic,Biopsy Needle — CT-Guided (box),252.73,2,505.46,GPO,False
TXN-105006,2024-12-19,Riverside General Hospital,Vascular,Vascular,Medtronic,PICC Line Kit,477.11,1,477.11,GPO,False
TXN-104048,2024-12-19,Valley Health System — Main Campus,Radiology,Radiology,Hologic,X-Ray Cassette — Digital DR Panel,7953.63,2,15907.26,GPO,False
TXN-104493,2024-12-20,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,Agiliti,PM Service — Patient Monitors (quarterly),4290.7,2,8581.4,GPO,False
TXN-103540,2024-12-20,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Baxter,Skin Substitute — Bioengineered (per cm²),1342.44,3,4027.32,GPO,True
TXN-101918,2024-12-20,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Cardinal Health,Irrigation Solution — 3L,222.42,8,1779.36,GPO,False
TXN-105589,2024-12-20,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,Sodexo,Crutches — Aluminum (pair),261.32,16,4181.12,GPO,False
TXN-103808,2024-12-20,St. Joseph's University Hospital,Radiology,Radiology,Siemens Healthineers,X-Ray Cassette — Digital DR Panel,6989.8,3,20969.4,GPO,False
TXN-103840,2024-12-20,Valley Health System — Main Campus,Radiology,Radiology,Siemens Healthineers,PACS Storage License — Annual,14283.64,4,57134.56,GPO,False
TXN-104777,2024-12-20,St. Joseph's University Hospital,Vascular,Vascular,B.Braun,Dialysis Catheter Kit,409.53,1,409.53,Off-Contract,False
TXN-104520,2024-12-20,Riverside General Hospital,Clinical Engineering Services,Clinical Engineering Services,Agiliti,PM Service — Ventilators (quarterly),3910.78,1,3910.78,GPO,False
TXN-104056,2024-12-21,St. Joseph's University Hospital,Radiology,Radiology,Siemens Healthineers,CT Contrast Agent — Iodinated (case),801.21,2,1602.42,GPO,False
TXN-101818,2024-12-21,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,BD,Surgical Drain — Closed Suction,355.93,19,6762.67,GPO,False
TXN-103230,2024-12-21,Valley Health System — Main Campus,Biologics & Wound Care,Biologics & Wound Care,Molnlycke,Platelet-Rich Plasma Prep Kit,3236.28,2,6472.56,Off-Contract,False
TXN-101115,2024-12-21,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Philips,Defibrillator — Biphasic,12647.91,2,25295.82,Local,False
TXN-101848,2024-12-21,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Baxter,Surgical Stapler — Linear,1273.54,2,2547.08,Local,True
TXN-102453,2024-12-21,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Medtronic,Laparoscopic Trocar Set,1690.09,5,8450.45,GPO,False
TXN-103740,2024-12-21,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,Amniotic Membrane Allograft,6351.99,4,25407.96,Local,True
TXN-101272,2024-12-22,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Sequential Compression Device,2375.24,1,2375.24,GPO,False
TXN-105576,2024-12-22,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Baxter,Wheelchair — Standard,3318.42,5,16592.1,Local,False
TXN-102767,2024-12-22,Riverside General Hospital,Surgical Supplies,Surgical Supplies,BD,Specimen Container — Sterile (case),410.96,2,821.92,GPO,False
TXN-101551,2024-12-22,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Suction Unit — Portable,2188.11,3,6564.33,Off-Contract,False
TXN-104898,2024-12-22,St. Joseph's University Hospital,Vascular,Vascular,Medtronic,Vascular Closure Device,642.6,1,642.6,GPO,False
TXN-102883,2024-12-22,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Gloves — Sterile (case),591.45,2,1182.9,GPO,False
TXN-105463,2024-12-22,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Baxter,Blood Pressure Cuff — Disposable (box),642.6,1,642.6,GPO,False
TXN-104317,2024-12-22,Northside Community Hospital,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Firmware Update Service — Monitors,1813.05,1,1813.05,GPO,False
TXN-100641,2024-12-22,Memorial Regional Medical Center,Orthopedics,Orthopedics,Zimmer Biomet,Locking Plate System — Distal Radius,1222.89,1,1222.89,GPO,True
TXN-102840,2024-12-22,Northside Community Hospital,Surgical Supplies,Surgical Supplies,BD,Energy Device — Ultrasonic Shears,1983.2,3,5949.6,GPO,False
TXN-101168,2024-12-22,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Medtronic,ECG Machine — 12-Lead,4233.09,3,12699.27,GPO,False
TXN-104088,2024-12-23,Memorial Regional Medical Center,Radiology,Radiology,Philips,Fluoroscopy Drape (case),317.56,4,1270.24,GPO,False
TXN-101521,2024-12-23,Riverside General Hospital,Biomedical Equipment,Biomedical Equipment,Medtronic,Stretcher — Emergency,6977.84,1,6977.84,GPO,False
TXN-102461,2024-12-23,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,BD,Surgical Suture — Absorbable (box),654.46,13,8507.98,Local,False
TXN-102907,2024-12-24,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Teleflex,Wound Closure Strip (box),255.28,7,1786.96,GPO,False
TXN-101767,2024-12-24,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Drain — Closed Suction,249.55,2,499.1,GPO,True
TXN-100664,2024-12-24,Valley Health System — Main Campus,Orthopedics,Orthopedics,Stryker,ACL Reconstruction Graft System,3613.86,2,7227.72,Local,True
TXN-104693,2024-12-24,Northside Community Hospital,Vascular,Vascular,Abbott,Introducer Sheath Set,162.71,1,162.71,GPO,False
TXN-102547,2024-12-24,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Cardinal Health,Energy Device — Ultrasonic Shears,2373.19,19,45090.61,GPO,False
TXN-104659,2024-12-24,Riverside General Hospital,Vascular,Vascular,Abbott,Introducer Sheath Set,332.39,4,1329.56,Off-Contract,False
TXN-100291,2024-12-24,Valley Health System — Main Campus,Orthopedics,Orthopedics,Smith+Nephew,Surgical Power Drill — Ortho,3084.37,1,3084.37,GPO,True
TXN-102477,2024-12-25,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Gloves — Sterile (case),551.45,8,4411.6,Off-Contract,False
TXN-100646,2024-12-25,Riverside General Hospital,Orthopedics,Orthopedics,Stryker,Cannulated Screw Set (6.5mm),811.48,2,1622.96,GPO,True
TXN-104687,2024-12-25,St. Joseph's University Hospital,Vascular,Vascular,Abbott,Guidewire — Hydrophilic,463.74,1,463.74,GPO,True
TXN-105232,2024-12-25,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,BD,Blood Pressure Cuff — Disposable (box),434.47,1,434.47,GPO,False
TXN-102457,2024-12-25,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,BD,Stapler Reload Cartridge (6-pack),1724.27,18,31036.86,GPO,False
TXN-103246,2024-12-25,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Baxter,Antimicrobial Silver Dressing (box),518.82,3,1556.46,Local,True
TXN-101718,2024-12-25,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Baxter,Hemostatic Agent — Topical,1014.77,3,3044.31,Off-Contract,False
TXN-101245,2024-12-26,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Agiliti,Surgical Table — Powered,46840.77,2,93681.54,Off-Contract,False
TXN-105106,2024-12-26,Northside Community Hospital,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Linen — Disposable Underpads (case),285.19,23,6559.37,GPO,False
TXN-100380,2024-12-26,St. Joseph's University Hospital,Orthopedics,Orthopedics,DePuy Synthes,Shoulder Arthroplasty System,5766.55,1,5766.55,Local,True
TXN-101267,2024-12-26,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,BD,Electrosurgical Unit,7659.27,1,7659.27,Local,False
TXN-103900,2024-12-27,Memorial Regional Medical Center,Radiology,Radiology,Philips,Ultrasound Probe — Convex,8479.39,1,8479.39,Local,False
TXN-103249,2024-12-27,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,ConvaTec,Skin Substitute — Bioengineered (per cm²),4375.21,5,21876.05,Off-Contract,True
TXN-100742,2024-12-27,Riverside General Hospital,Orthopedics,Orthopedics,Medtronic,Partial Knee Unicompartmental System,5931.68,7,41521.76,GPO,True
TXN-104514,2024-12-27,Memorial Regional Medical Center,Clinical Engineering Services,Clinical Engineering Services,Agiliti,Annual Safety Testing — OR Suite,10228.15,1,10228.15,GPO,False
TXN-101735,2024-12-27,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Teleflex,Surgical Gown — Sterile (case),617.14,5,3085.7,Local,False
TXN-103752,2024-12-28,Memorial Regional Medical Center,Radiology,Radiology,GE Healthcare,Fluoroscopy Drape (case),238.49,3,715.47,Off-Contract,False
TXN-101790,2024-12-28,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Medtronic,Drape — Surgical (case),437.51,1,437.51,Local,False
TXN-101290,2024-12-28,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Pulse Oximeter — Portable,803.38,1,803.38,Off-Contract,False
TXN-104660,2024-12-28,Valley Health System — Main Campus,Vascular,Vascular,Abbott,Embolization Coil (each),767.29,1,767.29,Local,False
TXN-105382,2024-12-28,Riverside General Hospital,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Isolation Gown (case),382.81,1,382.81,Local,False
TXN-101772,2024-12-28,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Teleflex,Laparoscopic Trocar Set,2078.96,8,16631.68,GPO,False
TXN-100217,2024-12-28,Memorial Regional Medical Center,Orthopedics,Orthopedics,Zimmer Biomet,Primary Total Knee System,8076.62,3,24229.86,Local,True
TXN-100655,2024-12-28,St. Joseph's University Hospital,Orthopedics,Orthopedics,Stryker,Thoracolumbar Pedicle Screw Set,3384.16,3,10152.48,GPO,True
TXN-102741,2024-12-28,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Baxter,Irrigation Solution — 3L,203.0,17,3451.0,GPO,False
TXN-103280,2024-12-28,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Molnlycke,Foam Dressing — Adhesive (box),326.3,4,1305.2,Local,True
TXN-100367,2024-12-29,Northside Community Hospital,Orthopedics,Orthopedics,Zimmer Biomet,Revision Hip Stem Component,8056.65,1,8056.65,Local,True
TXN-102114,2024-12-29,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,BD,Energy Device — Ultrasonic Shears,2699.32,2,5398.64,Local,False
TXN-101361,2024-12-29,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Stretcher — Emergency,5416.53,2,10833.06,Local,False
TXN-104657,2024-12-29,Memorial Regional Medical Center,Vascular,Vascular,Boston Scientific,Vascular Closure Device,1010.5,1,1010.5,GPO,True
TXN-102362,2024-12-29,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Specimen Container — Sterile (case),262.03,6,1572.18,GPO,False
TXN-102132,2024-12-29,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,BD,Surgical Gown — Sterile (case),514.56,24,12349.44,GPO,False
TXN-100540,2024-12-29,Memorial Regional Medical Center,Orthopedics,Orthopedics,Medtronic,Intramedullary Nail — Tibial,2451.13,5,12255.65,Local,True
TXN-105397,2024-12-30,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,BD,Hand Sanitizer — Wall Mount (case),268.36,12,3220.32,GPO,False
TXN-101908,2024-12-30,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Baxter,Energy Device — Ultrasonic Shears,1465.04,8,11720.32,GPO,False
TXN-103136,2024-12-30,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,ConvaTec,Tissue Sealant — Fibrin (5mL),1577.3,9,14195.7,Off-Contract,True
TXN-100678,2024-12-30,St. Joseph's University Hospital,Orthopedics,Orthopedics,NuVasive,Primary Total Knee System,5847.04,2,11694.08,GPO,True
TXN-103182,2024-12-30,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,KCI (3M+KCI),Hemostatic Matrix (5mL),2394.3,3,7182.9,Off-Contract,False
TXN-101526,2024-12-30,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Surgical Headlight — LED,4241.62,1,4241.62,Local,False
TXN-104581,2024-12-31,Memorial Regional Medical Center,Clinical Engineering Services,Clinical Engineering Services,Agiliti,Firmware Update Service — Monitors,2496.87,1,2496.87,Local,False
TXN-103482,2024-12-31,Valley Health System — Main Campus,Biologics & Wound Care,Biologics & Wound Care,ConvaTec,Bone Morphogenetic Protein Kit,20757.47,1,20757.47,GPO,True
TXN-101394,2024-12-31,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Stretcher — Emergency,5126.0,1,5126.0,Off-Contract,False
TXN-102211,2024-12-31,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Boston Scientific,Specimen Container — Sterile (case),463.44,6,2780.64,GPO,True
TXN-101035,2024-12-31,Memorial Regional Medical Center,Orthopedics,Orthopedics,Stryker,Cervical Interbody Fusion Cage,3779.02,2,7558.04,Local,True
TXN-100949,2024-12-31,St. Joseph's University Hospital,Orthopedics,Orthopedics,Stryker,Partial Knee Unicompartmental System,6454.58,1,6454.58,Off-Contract,True
TXN-105035,2024-12-31,Valley Health System — Main Campus,Vascular,Vascular,Medtronic,PTA Balloon Catheter,3133.2,1,3133.2,Local,True
TXN-103909,2024-12-31,Memorial Regional Medical Center,Radiology,Radiology,Canon Medical,Fluoroscopy Drape (case),208.8,1,208.8,GPO,False
TXN-104362,2024-12-31,Memorial Regional Medical Center,Clinical Engineering Services,Clinical Engineering Services,GE Healthcare,Repair Parts — Electrosurgical Unit,2556.96,1,2556.96,GPO,False
TXN-101590,2025-01-01,Riverside General Hospital,Biomedical Equipment,Biomedical Equipment,Philips,Ventilator — ICU,29903.93,2,59807.86,GPO,False
TXN-104079,2025-01-01,St. Joseph's University Hospital,Radiology,Radiology,GE Healthcare,MRI Contrast Agent — Gadolinium (case),1131.98,5,5659.9,Local,False
TXN-102843,2025-01-01,Northside Community Hospital,Surgical Supplies,Surgical Supplies,BD,Scalpel — Disposable (box),231.37,1,231.37,GPO,False
TXN-102707,2025-01-01,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Wound Closure Strip (box),299.89,11,3298.79,Local,False
TXN-104918,2025-01-01,Memorial Regional Medical Center,Vascular,Vascular,Boston Scientific,PTA Balloon Catheter,2523.64,3,7570.92,Off-Contract,True
TXN-103207,2025-01-01,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,KCI (3M+KCI),Collagen Wound Dressing (box),640.52,1,640.52,Local,False
TXN-103986,2025-01-01,St. Joseph's University Hospital,Radiology,Radiology,Siemens Healthineers,Ultrasound Probe — Linear,4810.9,3,14432.7,GPO,False
TXN-100510,2025-01-01,Riverside General Hospital,Orthopedics,Orthopedics,Zimmer Biomet,Acetabular Cup w/ Liner,6635.37,4,26541.48,GPO,True
TXN-102156,2025-01-01,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Medtronic,Surgical Gloves — Sterile (case),621.72,4,2486.88,GPO,True
TXN-101065,2025-01-02,St. Joseph's University Hospital,Orthopedics,Orthopedics,Medtronic,Cervical Interbody Fusion Cage,3355.77,7,23490.39,Local,True
TXN-102759,2025-01-02,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,B.Braun,Hemostatic Agent — Topical,718.37,12,8620.44,GPO,False
TXN-103613,2025-01-02,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,KCI (3M+KCI),Alginate Dressing (box),320.5,1,320.5,Local,True
TXN-101328,2025-01-02,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Agiliti,Infusion Pump — Dual Channel,6484.66,2,12969.32,GPO,False
TXN-105427,2025-01-02,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,BD,Crutches — Aluminum (pair),240.66,2,481.32,GPO,False
TXN-103490,2025-01-02,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Baxter,Skin Substitute — Bioengineered (per cm²),2197.38,6,13184.28,GPO,False
TXN-101495,2025-01-03,Riverside General Hospital,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Fluid Warmer System,3129.47,1,3129.47,Local,True
TXN-100910,2025-01-03,St. Joseph's University Hospital,Orthopedics,Orthopedics,Smith+Nephew,Partial Knee Unicompartmental System,7619.87,3,22859.61,GPO,True
TXN-100109,2025-01-03,Valley Health System — Main Campus,Orthopedics,Orthopedics,Smith+Nephew,Reverse Shoulder System,9315.62,1,9315.62,GPO,True
TXN-104410,2025-01-03,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,GE Healthcare,PM Service — Ventilators (quarterly),6389.78,1,6389.78,GPO,True
TXN-101189,2025-01-03,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Electrosurgical Unit,6443.29,2,12886.58,GPO,True
TXN-100128,2025-01-03,Memorial Regional Medical Center,Orthopedics,Orthopedics,Zimmer Biomet,Meniscal Repair Device,822.68,1,822.68,GPO,True
TXN-102898,2025-01-04,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Boston Scientific,Surgical Stapler — Linear,938.77,1,938.77,GPO,False
TXN-100495,2025-01-04,St. Joseph's University Hospital,Orthopedics,Orthopedics,Stryker,Shoulder Arthroplasty System,8368.89,1,8368.89,Local,True
TXN-103542,2025-01-04,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,NPWT Canister/Dressing Change Kit,1088.31,4,4353.24,Local,True
TXN-100356,2025-01-04,Riverside General Hospital,Orthopedics,Orthopedics,Globus Medical,Meniscal Repair Device,811.53,2,1623.06,Local,True
TXN-102478,2025-01-04,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,B.Braun,Surgical Suture — Absorbable (box),383.83,4,1535.32,GPO,True
TXN-104605,2025-01-04,Riverside General Hospital,Vascular,Vascular,Teleflex,PICC Line Kit,546.22,1,546.22,Local,True
TXN-102135,2025-01-04,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Gown — Sterile (case),643.3,7,4503.1,GPO,False
TXN-104419,2025-01-04,Northside Community Hospital,Clinical Engineering Services,Clinical Engineering Services,Sodexo,PM Service — Infusion Pumps (quarterly),3727.85,1,3727.85,GPO,False
TXN-105038,2025-01-04,Memorial Regional Medical Center,Vascular,Vascular,Medtronic,Introducer Sheath Set,395.14,3,1185.42,Local,False
TXN-100236,2025-01-05,St. Joseph's University Hospital,Orthopedics,Orthopedics,Zimmer Biomet,Partial Knee Unicompartmental System,4926.31,4,19705.24,GPO,True
TXN-102459,2025-01-05,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Surgical Gloves — Sterile (case),472.82,8,3782.56,Local,False
TXN-102974,2025-01-05,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,BD,Specimen Container — Sterile (case),371.32,17,6312.44,GPO,False
TXN-100370,2025-01-05,St. Joseph's University Hospital,Orthopedics,Orthopedics,DePuy Synthes,Intramedullary Nail — Tibial,2166.83,4,8667.32,GPO,True
TXN-102275,2025-01-05,Northside Community Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Surgical Gown — Sterile (case),853.9,2,1707.8,GPO,False
TXN-105367,2025-01-06,Northside Community Hospital,Other/Miscellaneous,Other/Miscellaneous,Sodexo,Thermometer — Digital (each),110.66,1,110.66,GPO,False
TXN-103195,2025-01-06,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,Smith+Nephew,Antimicrobial Silver Dressing (box),1165.87,1,1165.87,Local,False
TXN-101671,2025-01-06,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Stapler — Linear,1796.63,6,10779.78,GPO,False
TXN-102981,2025-01-06,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,B.Braun,Laparoscopic Trocar Set,1207.16,5,6035.8,GPO,False
TXN-103104,2025-01-06,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Baxter,Skin Substitute — Bioengineered (per cm²),2303.81,2,4607.62,Local,False
TXN-101439,2025-01-06,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Philips,Patient Monitor — Bedside,9821.96,2,19643.92,Off-Contract,True
TXN-102762,2025-01-06,Riverside General Hospital,Surgical Supplies,Surgical Supplies,BD,Energy Device — Ultrasonic Shears,3615.42,5,18077.1,Off-Contract,False
TXN-102437,2025-01-07,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,BD,Wound Closure Strip (box),179.79,2,359.58,GPO,False
TXN-105471,2025-01-07,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Teleflex,Wheelchair — Standard,3612.95,21,75871.95,GPO,False
TXN-105299,2025-01-07,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,IV Pole — Rolling,1303.66,3,3910.98,Local,False
TXN-101497,2025-01-07,Riverside General Hospital,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Pulse Oximeter — Portable,1078.81,2,2157.62,GPO,False
TXN-100414,2025-01-07,St. Joseph's University Hospital,Orthopedics,Orthopedics,DePuy Synthes,Thoracolumbar Pedicle Screw Set,4294.26,1,4294.26,Off-Contract,True
TXN-104455,2025-01-08,Riverside General Hospital,Clinical Engineering Services,Clinical Engineering Services,Agiliti,PM Service — Ventilators (quarterly),12202.52,1,12202.52,Off-Contract,False
TXN-100496,2025-01-08,St. Joseph's University Hospital,Orthopedics,Orthopedics,Arthrex,Primary Total Knee System,5712.38,3,17137.14,Local,True
TXN-100038,2025-01-08,Memorial Regional Medical Center,Orthopedics,Orthopedics,Zimmer Biomet,Meniscal Repair Device,1593.83,3,4781.49,GPO,True
TXN-100162,2025-01-08,Valley Health System — Main Campus,Orthopedics,Orthopedics,Stryker,Intramedullary Nail — Femoral,2017.15,2,4034.3,Local,True
TXN-100431,2025-01-08,St. Joseph's University Hospital,Orthopedics,Orthopedics,Smith+Nephew,Surgical Power Drill — Ortho,6244.41,1,6244.41,GPO,True
TXN-101104,2025-01-08,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Surgical Table — Powered,56152.54,1,56152.54,GPO,False
TXN-105526,2025-01-08,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,IV Pole — Rolling,1562.92,1,1562.92,Off-Contract,False
TXN-102757,2025-01-08,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Teleflex,Scalpel — Disposable (box),384.53,6,2307.18,Local,False
